sum.taxonomy	R3_AS_DB1	R3_AS_DB2	R3_AS_PN1	R3_AS_PN2	R3_BC_DB1	R3_BC_DB2	R3_BC_PN1	R3_BC_PN2	R3_BP_DB1	R3_BP_DB2	R3_BP_PN1	R3_BP_PN2	R3_CC_DB1	R3_CC_DB2	R3_CC_PN1	R3_CC_PN2	R3_EV_DB1	R3_EV_DB2	R3_EV_PN1	R3_EV_PN2	R3_GL_DB1	R3_GL_DB2	R3_GL_PN1	R3_GL_PN2	R3_GN_DB1	R3_GN_DB2	R3_GN_PN1	R3_GN_PN2	R3_K0551_L7	R3_K0553_E4	R3_K0553_G5	R3_K0553_L7	R3_K0553_M8	R3_K0554_A1	R3_K0554_B2	R3_K0554_C3	R3_K0554_E4	R3_K0554_G5	R3_K0554_K6	R3_K0554_L7	R3_K0554_T9	R3_K0556_C3	R3_K0556_E4	R3_K0556_G5	R3_K0556_T9	R3_K0557_A1	R3_K0557_B2	R3_K0557_C3	R3_K0557_E4	R3_K0557_K6	R3_K0557_L7	R3_K0557_T9	R3_K0559_B2	R3_K0559_C3	R3_K0559_E4	R3_K0559_G5	R3_K0559_K6	R3_K0559_M8	R3_K0559_T9	R3_K0560_A1	R3_K0560_G5	R3_K0560_K6	R3_K0560_M8	R3_K0560_T9	R3_K0563_M8	R3_K0568_A1	R3_K0568_C3	R3_K0568_G5	R3_K0568_K6	R3_K0568_L7	R3_K0568_M8	R3_K0569_A1	R3_K0569_B2	R3_K0569_G5	R3_K0569_K6	R3_K0569_L7	R3_K0569_T9	R3_K0591_A1	R3_K0591_E4	R3_K0591_G5	R3_K0591_K6	R3_K0591_T9	R3_K0592_A1	R3_K0592_B2	R3_K0592_C3	R3_K0592_E4	R3_K0592_G5	R3_K0592_K6	R3_K0592_L7	R3_K0592_M8	R3_K0598_A1	R3_K0598_B2	R3_K0598_C3	R3_K0598_E4	R3_K0598_K6	R3_K0598_L7	R3_K0598_M8	R3_K0598_T9	R3_K0600_B2	R3_K0600_C3	R3_K0600_E4	R3_K0600_G5	R3_K0600_K6	R3_K0600_M8	R3_K0782_E4	R3_K0782_M8	R3_K0782_T9	R3_K0783_C3	R3_K0787_A1	R3_K0787_B2	R3_K0787_E4	R3_K0787_K6	R3_K0787_L7	R3_K0787_M8	R3_K0788_B2	R3_K0788_E4	R3_K0788_K6	R3_K0790_A1	R3_K0790_B2	R3_K0790_G5	R3_K0790_K6	R3_K0790_L7	R3_K0790_M8	R3_K0790_T9	R3_LB_DB1	R3_LB_DB2	R3_LB_PN1	R3_LB_PN2	R3_MW_DB1	R3_MW_DB2	R3_MW_PN1	R3_MW_PN2	R3_SD_DB1	R3_SD_DB2	R3_SD_PN1	R3_SD_PN2	R3_TW_DB1	R3_TW_DB2	R3_TW_PN1	R3_TW_PN2	R3_VW_DB1	R3_VW_DB2	R3_VW_PN1	R3_VW_PN2
Eukaryota;Basidiomycota;Exobasidiomycetes;Exobasidiales;Graphiolaceae;Graphiola;Graphiola phoenicis	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	19	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Exobasidiomycetes;Georgefischeriales;Tilletiariaceae;Tilletiaria;Tilletiaria anomala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	26	20	0	0	0	0	19	0	0	0	0	0	0	0	0	6	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Exobasidiomycetes;Microstromatales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	4	0	3	25	0	0	0	0	0	5	0	0	7	0	0	0	20	0	0	0	0	7	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Microbotryomycetes;NA;;NA;	16	172	156	38	0	19	1	0	0	13	0	0	0	0	0	1	53	229	10	137	0	0	1	0	214	132	135	542	353	0	0	0	0	88	0	0	118	69	79	0	86	30	0	13	0	154	0	0	117	183	0	58	57	25	110	19	0	0	15	0	1	0	42	52	0	0	1	0	4	14	43	23	0	0	0	0	0	0	170	30	0	11	0	54	42	61	36	229	32	56	0	37	0	67	33	0	26	22	26	10	26	80	0	37	0	0	0	0	0	52	0	0	0	0	0	71	0	0	103	0	226	236	7	159	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	39
Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;NA;;	0	50	16	0	28	45	126	0	0	44	0	7	21	0	42	22	115	422	42	290	0	0	63	20	364	366	378	1727	0	0	0	8	0	97	1	34	196	0	105	50	124	0	27	33	94	232	0	47	158	234	0	101	0	0	19	0	0	0	0	97	22	78	148	86	17	43	48	0	5	32	0	175	234	0	0	0	0	1	416	119	11	0	43	18	59	23	40	75	17	106	0	30	0	46	0	15	0	2	100	0	33	46	0	39	4	20	0	0	0	131	0	60	16	81	0	131	1	43	195	55	355	422	21	450	158	41	64	50	0	0	20	12	0	0	11	1	0	28	0	0	0	0	53	1
Eukaryota;Basidiomycota;NA;;NA;;	17	123	192	0	12	14	0	29	0	29	18	0	26	25	12	12	15	27	1	44	37	47	204	18	42	4	21	87	218	0	15	18	4	6	0	0	14	0	6	3	25	32	27	50	23	17	6	4	3	8	0	2	284	473	88	1047	127	4	56	19	20	4	1	9	4	22	57	0	7	15	51	65	73	0	0	0	1	52	197	111	19	11	1	36	3	29	24	39	4	13	0	19	1	31	8	27	19	0	42	11	16	1	1	12	14	1	6	8	3	15	2	4	0	18	0	4	13	0	16	2	40	106	4	31	9	0	0	0	16	3	11	19	0	0	0	0	5	14	1	1	22	50	24	40
Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora;	0	0	0	0	0	0	0	5	0	0	34	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	16	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	36	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia pelargonii-zonalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Spiculogloeomycetes;NA;;NA;Spiculogloeomycetes sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	6	0	0	1	0	0	7	0	0	0	0	4	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;	27	193	163	0	0	2	0	0	0	0	0	0	0	0	17	0	0	37	0	0	0	0	25	0	43	41	35	95	67	0	0	0	0	41	0	0	35	0	32	0	43	1	0	0	0	49	0	0	38	55	0	25	14	7	33	0	0	0	0	0	0	15	10	37	7	0	0	0	0	0	0	9	5	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	29	0	0	0	25	0	0	45	0	64	146	0	86	18	0	0	0	0	0	0	0	0	0	0	0	36	16	0	27	0	0	17	0
Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Mrakia;	0	0	0	0	0	0	0	0	0	92	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;NA;	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	7	0	0	0	1	0	10	0	0	10	0	0	9	0	0	0	20	14	0	0	1	14	0	5	9	0	0	11	0	0	8	6	0	0	0	0	0	0	5	0	0	9	0	0	3	11	0	7	25	0	0	0	0	23	43	8	6	0	0	0	398	0	0	0	0	13	0	0	0	0	0	0	0	0	11	0	15	0	0	10	0	0	0	0	0	0	0	1	0	0	0	14	0	0	35	0	0	58	17	22	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Goffeauzyma;	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	1	0	1	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;NA;	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	0	13	10	0	3	5	10	1	0	0	0	1	0	0	6	0	0	5	0	0	0	0	1	0	0	0	0	3	0	4	0	1	0	0	8	18	0	0	26	0	0	0	0	0	13	20	0	0	2	6	0	0	1	2	0	0	0	4	0	11	0	0	0	0	12	3	2	33	0	0	9	0	0	15	0	12	0	16	0	8	0	9	4	4	5	2	8	4	5	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	3	0
Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia bhutanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;NA;;	0	0	0	0	53	37	440	0	0	35	0	51	24	18	222	124	189	622	59	213	0	20	77	0	975	634	594	1214	321	0	267	0	0	1078	86	273	1429	170	1154	283	1903	246	0	153	108	1241	47	123	1010	1520	0	751	0	45	145	0	0	0	0	241	100	353	599	621	296	294	251	0	140	523	68	649	1066	1	0	0	0	158	2513	788	0	73	146	530	1190	40	194	715	114	575	0	718	0	462	20	13	112	51	591	128	489	918	0	481	97	164	61	199	0	631	0	318	76	458	0	753	95	213	1500	263	2116	3464	669	3737	232	72	106	128	0	0	0	0	0	0	0	47	0	46	0	9	0	0	255	54
Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;Piskurozymaceae;Piskurozyma;	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;Piskurozymaceae;Solicoccozyma;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	5	0	2	0	2	0	1	0	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	12	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	1	0	4	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	2	54	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Filobasidiales;Piskurozymaceae;Solicoccozyma;Solicoccozyma terricola	0	0	0	0	0	0	1	0	0	21	0	0	1	0	0	0	0	2	0	2	0	0	0	0	3	0	1	2	1	0	1	0	0	1	0	1	4	1	2	2	3	2	0	0	0	3	0	0	2	3	0	4	0	0	0	0	0	0	0	1	0	1	1	4	2	0	1	0	47	1	0	1	8	0	1	0	0	1	12	9	0	0	0	1	6	0	1	2	0	0	0	3	0	2	0	0	0	0	3	2	0	3	0	0	1	0	2	0	1	0	0	0	0	1	0	0	2	0	3	0	3	8	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Holtermanniales;NA;;	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	8	0	16	0	0	58	0	0	0	0	17	0	71	11	0	0	0	0	0	0	27	46	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	52	39	0	19	18	0	0	0	9	0	15	0	7	0	0	57	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	57	23	41	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0
Eukaryota;Basidiomycota;Tremellomycetes;NA;;NA;	75	282	1201	0	17	149	330	101	0	0	50	14	4	0	1	25	100	309	1	150	0	0	1	21	387	279	277	560	713	2	2504	128	0	744	2	10	914	136	757	7	1272	391	223	239	252	799	49	16	750	924	0	643	134	22	159	9	61	33	13	20	150	33	15	362	257	57	48	28	243	511	121	286	270	103	60	0	14	8	1996	432	121	1	204	541	854	211	374	1307	23	53	63	3008	44	493	125	81	107	53	400	136	519	1145	0	523	156	3	4	4	72	380	89	252	105	410	3	407	9	15	1058	6	1342	3705	547	2497	7	5	0	0	23	0	60	87	13	34	35	1	609	1293	71	264	0	0	513	21
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;NA;	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	56	0	0	0	0	0	0	0	0	18	0	0	0	15	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	54	27	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cuniculitremaceae;Kockovaella;	0	25	43	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;;	0	1	1	0	4	0	58	0	0	6	0	5	0	0	17	7	64	180	22	83	0	0	7	0	245	153	197	505	33	5	0	0	0	123	0	19	141	0	88	12	148	10	7	3	26	177	0	12	128	126	0	39	0	7	0	0	0	27	0	0	0	29	22	78	128	0	8	0	3	0	5	39	28	0	0	0	0	0	144	18	0	93	0	12	15	6	15	105	0	41	0	57	0	16	0	0	0	1	1	0	8	59	0	23	0	0	0	0	0	78	0	0	0	0	1	75	0	0	177	10	272	286	24	265	1	0	0	2	0	0	0	0	0	3	0	3	2	0	0	0	0	0	105	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Rhynchogastremataceae;Papiliotrema;Papiliotrema flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	26	15	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	31	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Syzygosporaceae;Syzygospora;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Syzygosporaceae;Syzygospora;Syzygospora alba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	49	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	0	17	0	0	0	0	0	2	24	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	11	1	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	8	0	0	0	14	0	0	0	0	7	0	0	0	0	21	0	0	0	0	0	71	52	0	0	0	46	110	165	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	47	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum;Apiotrichum laibachii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon;Trichosporon akiyoshidainum	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	22	11	0	0	0	0	1	73	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;NA;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	13	0	0	0	0	0	1	10	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	7	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	9	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Allomyces;	0	0	0	0	0	0	0	0	0	12	0	0	0	23	13	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	18	27	0	1	0	0	27	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	38	0	0	0	0	0	0	0	23	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	36	0	0	0	0	0	1	0	0	0	0	0	0	5	7	0	0	1	17	0	10
