sum.taxonomy	R3_AS_DB1	R3_AS_DB2	R3_AS_PN1	R3_AS_PN2	R3_BC_DB1	R3_BC_DB2	R3_BC_PN1	R3_BC_PN2	R3_BP_DB1	R3_BP_DB2	R3_BP_PN1	R3_BP_PN2	R3_CC_DB1	R3_CC_DB2	R3_CC_PN1	R3_CC_PN2	R3_EV_DB1	R3_EV_DB2	R3_EV_PN1	R3_EV_PN2	R3_GL_DB1	R3_GL_DB2	R3_GL_PN1	R3_GL_PN2	R3_GN_DB1	R3_GN_DB2	R3_GN_PN1	R3_GN_PN2	R3_K0551_L7	R3_K0553_E4	R3_K0553_G5	R3_K0553_L7	R3_K0553_M8	R3_K0554_A1	R3_K0554_B2	R3_K0554_C3	R3_K0554_E4	R3_K0554_G5	R3_K0554_K6	R3_K0554_L7	R3_K0554_T9	R3_K0556_C3	R3_K0556_E4	R3_K0556_G5	R3_K0556_T9	R3_K0557_A1	R3_K0557_B2	R3_K0557_C3	R3_K0557_E4	R3_K0557_K6	R3_K0557_L7	R3_K0557_T9	R3_K0559_B2	R3_K0559_C3	R3_K0559_E4	R3_K0559_G5	R3_K0559_K6	R3_K0559_M8	R3_K0559_T9	R3_K0560_A1	R3_K0560_G5	R3_K0560_K6	R3_K0560_M8	R3_K0560_T9	R3_K0563_M8	R3_K0568_A1	R3_K0568_C3	R3_K0568_G5	R3_K0568_K6	R3_K0568_L7	R3_K0568_M8	R3_K0569_A1	R3_K0569_B2	R3_K0569_G5	R3_K0569_K6	R3_K0569_L7	R3_K0569_T9	R3_K0591_A1	R3_K0591_E4	R3_K0591_G5	R3_K0591_K6	R3_K0591_T9	R3_K0592_A1	R3_K0592_B2	R3_K0592_C3	R3_K0592_E4	R3_K0592_G5	R3_K0592_K6	R3_K0592_L7	R3_K0592_M8	R3_K0598_A1	R3_K0598_B2	R3_K0598_C3	R3_K0598_E4	R3_K0598_K6	R3_K0598_L7	R3_K0598_M8	R3_K0598_T9	R3_K0600_B2	R3_K0600_C3	R3_K0600_E4	R3_K0600_G5	R3_K0600_K6	R3_K0600_M8	R3_K0782_E4	R3_K0782_M8	R3_K0782_T9	R3_K0783_C3	R3_K0787_A1	R3_K0787_B2	R3_K0787_E4	R3_K0787_K6	R3_K0787_L7	R3_K0787_M8	R3_K0788_B2	R3_K0788_E4	R3_K0788_K6	R3_K0790_A1	R3_K0790_B2	R3_K0790_G5	R3_K0790_K6	R3_K0790_L7	R3_K0790_M8	R3_K0790_T9	R3_LB_DB1	R3_LB_DB2	R3_LB_PN1	R3_LB_PN2	R3_MW_DB1	R3_MW_DB2	R3_MW_PN1	R3_MW_PN2	R3_SD_DB1	R3_SD_DB2	R3_SD_PN1	R3_SD_PN2	R3_TW_DB1	R3_TW_DB2	R3_TW_PN1	R3_TW_PN2	R3_VW_DB1	R3_VW_DB2	R3_VW_PN1	R3_VW_PN2
Eukaryota;NA;Heterolobosea;Schizopyrenida;Vahlkampfiidae;Naegleria;Naegleria koreanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Eukaryota;NA;Heterolobosea;Schizopyrenida;Vahlkampfiidae;Neovahlkampfia;Neovahlkampfia nana	0	3	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	24	0	32	15	0	0	0	0	0	0	0	26	0	0	16	0	10	4	8	0	5	0	33	20	0	8	0	0	0	9	0	6	0	0	0	0	0	0	0	0	13	0	0	36	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	36	0	0	6	3	10	0	0	38	0	9	17	15	0	0	0	98	0	4	0	10	0	0	8	2	18	2	6	20	12	12	0	0	0	0	0	5	0	5	0	13	12	0	12	0	0	0	0	0	0	4	3	0	0	0	0	8	7	0	3	0	0	0	0
Eukaryota;NA;Heterolobosea;Schizopyrenida;Vahlkampfiidae;Paravahlkampfia;	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	8	0	0	8	0	2	0	0	3	4	7	12	0	6	0	0	5	0	0	0	0	0	1	0	0	3	0	0	0	0	4	0	6	0	0	1	0	4	16	4	0	0	0	0	0	0	6	0	0	0	34	12	6	0	0	0	5	0	9	0	5	11	0	0	0	0	0	0	0	0	0	0	29	0	0	5	0	5	0	0	0	0	1	0	30	4	6	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Heterolobosea;Schizopyrenida;Vahlkampfiidae;Tetramitus;	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	0	7	0	8	5	0	9	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	26	43	0	0	0	56	48	0	0	0	0	0	0	1	1	0	0	16	0	0	0	0	3	257	59	0	9	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	8	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Heterolobosea;Schizopyrenida;Vahlkampfiidae;Tetramitus;Tetramitus dokdoensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Hyphochytriomycetes;NA;;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Hyphochytriomycetes;NA;Hyphochytriaceae;Hyphochytrium;Hyphochytrium catenoides	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	6	0	0	53	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	8	11	0	0	0	14	0	11	0	33	89	17	0	0	2	0	0	74	0	0	0	0	16	24	0	9	0	84	59	0	0	0	43	0	0	0	0	33	12	17	35	0	4	0	0	0	0	0	0	0	0	0	0	0	0	40	4	24	11	33	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
Eukaryota;NA;Hyphochytriomycetes;NA;Rhizidiomycetaceae;Rhizidiomyces;Rhizidiomyces apophysatus	0	0	0	0	0	0	0	0	0	14	0	5	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	3	0	0	82	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	14	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	76	0	0	0	46	109	29	0	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	64	0	0	0	12	0	0	0	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	57	2	0	0	1	0	13	0	0	0	0	0	0	0	0	0	15	1	1	0
Eukaryota;NA;Ichthyosporea;Dermocystida;NA;;	0	0	0	0	0	0	0	3	0	18	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	0	3	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	51	3	0	1	0	0	9	45	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Eukaryota;NA;Ichthyosporea;Dermocystida;NA;Amphibiocystidium;Amphibiocystidium ranae	0	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota;NA;Ichthyosporea;Ichthyophonida;Amoebidiaceae;Amoebidium;Amoebidium parasiticum	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Ichthyosporea;Ichthyophonida;Amoebidiaceae;NA;	0	0	0	0	0	0	0	0	0	0	78	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	22	2	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Eukaryota;NA;Ichthyosporea;Ichthyophonida;Ichthyophonidae;Ichthyophonus;Ichthyophonus irregularis	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Ichthyosporea;Ichthyophonida;NA;;	0	0	0	0	13	3	0	0	26	0	0	35	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	13	0	0	1	0	9	0	0	0	0	0	0	0	0	13	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	27	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	4	0	0	0	26	27	15	1	0	231	0	226	0	0	0	0	0	0	0	0
Eukaryota;NA;Ichthyosporea;Ichthyophonida;NA;Anurofeca;	0	0	0	0	5	0	0	27	0	169	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	28	0	198	56	47	2	0	171	30	0	25	103	49	194	181	410	48	3	88	166	0	0	0	29	0	28	1	0	0	0	0	144	80	150	62	6	0	80	462	0	1	0	147	315	276	12	0	0	0	147	159	6	0	0	25	0	0	0	0	0	63	377	0	51	0	167	0	0	0	92	0	2	0	13	0	0	59	0	162	21	0	36	0	0	4	28	0	43	42	104	33	109	107	56	61	0	40	36	35	63	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Ichthyosporea;Ichthyophonida;NA;Anurofeca;Anurofeca richardsi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	1	0	3	0	0	3	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Ichthyosporea;Ichthyophonida;NA;Anurofeca;Anurofeca sp. LAH-2003	0	21	7	0	0	18	0	0	1	34	1	1	0	0	0	0	0	0	0	1	22	23	90	4	0	18	0	29	13	0	48	15	0	22	0	23	2	0	0	0	3	0	59	123	65	61	0	2	0	55	0	0	0	0	27	0	7	0	7	22	0	15	16	0	0	0	13	0	28	0	0	30	0	1	0	23	0	44	911	170	0	0	0	10	15	0	4	0	1	1	0	0	0	1	0	4	16	0	251	106	0	0	0	0	0	13	7	0	0	13	21	41	0	0	0	1	0	18	0	19	2	0	31	9	1	1	10	0	0	0	0	0	46	8	13	0	0	0	0	0	26	42	0	36
Eukaryota;NA;Ichthyosporea;Ichthyophonida;NA;Creolimax;Creolimax fragrantissima	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	2	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0
Eukaryota;NA;Ichthyosporea;Ichthyophonida;NA;Sphaeroforma;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	15	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Ichthyosporea;NA;;Capsaspora;Capsaspora owczarzaki	0	23	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Ichthyosporea;NA;;NA;	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	33	10	51	0	0	0	0	84	64	120	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	403	0	54	0	316	0	0	0	0	0	0	0	0
Eukaryota;NA;Katablepharidophyta;NA;Katablepharidaceae;Hatena;Hatena arenicola	0	0	0	0	0	0	0	0	0	0	0	0	57	373	44	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Katablepharidophyta;NA;Katablepharidaceae;Katablepharis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Katablepharidophyta;NA;Katablepharidaceae;Katablepharis;Katablepharis japonica	0	0	0	0	0	9	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	3	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	33	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	69	0	11	3	0	1	0	0	0	261	0	23	5	19	0	0	3	0	0	0
Eukaryota;NA;Katablepharidophyta;NA;Katablepharidaceae;Katablepharis;Katablepharis remigera	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	22	12	0	67	19	16	71	1	1	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	6	1	50	200	77	0	0	88	0	0	519	418	0	0	65	28	1	5	0	0	7	151	0	55	0	27	0	0	1	38	96	16	6	23	0	0	18	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	3	0	3	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	42	0	53	0
Eukaryota;NA;Labyrinthulomycetes;NA;;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Eukaryota;NA;Labyrinthulomycetes;NA;;Sorodiplophrys;Sorodiplophrys stercorea	0	16	6	0	22	27	0	43	0	44	0	0	29	35	146	18	0	0	0	0	19	0	165	21	0	21	32	283	11	0	0	34	0	31	54	0	20	14	38	0	31	10	39	65	33	27	30	0	34	0	0	43	0	0	14	0	0	0	0	0	12	0	0	0	1	65	70	0	11	74	26	167	172	0	2	0	0	11	205	24	54	13	10	140	47	55	32	40	0	342	60	43	24	29	29	17	36	38	121	1	132	64	0	56	0	68	0	0	27	18	43	33	232	593	17	22	0	0	45	0	19	44	0	94	0	0	4	0	32	26	143	105	13	20	34	35	17	3	1	22	22	15	26	110
Eukaryota;NA;Labyrinthulomycetes;NA;Labyrinthulaceae;Labyrinthula;	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	30	0	0	7	0	0	0	0	0	0	3	31	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	34	0	0	5	0	9	0	11	0	0	0	0	0	0	0	0	17	5	147	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	31
Eukaryota;NA;Labyrinthulomycetes;NA;Labyrinthulaceae;Labyrinthula;Labyrinthula sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Labyrinthulomycetes;NA;Labyrinthulaceae;Labyrinthula;Labyrinthula sp. ACB-2011b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	5	0	0	4	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Labyrinthulomycetes;NA;NA;Diplophrys;Diplophrys sp. ATCC_50360	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Labyrinthulomycetes;NA;NA;Sorodiplophrys;Sorodiplophrys stercorea	25	82	123	6	47	56	4	40	15	52	95	13	23	13	6	1	0	16	0	0	0	10	39	0	0	1	0	136	95	0	60	14	8	29	19	0	43	0	27	0	20	92	116	188	103	48	48	0	19	44	0	26	31	53	95	118	18	25	0	0	72	0	0	27	86	124	66	26	20	69	42	167	179	12	32	0	0	77	380	78	88	7	115	48	24	27	42	16	26	125	21	38	7	59	30	16	104	0	75	22	105	31	8	86	49	58	42	28	15	10	18	50	53	231	5	11	19	0	6	0	53	63	60	20	0	0	0	0	20	0	23	36	2	1	1	3	78	83	48	55	27	32	27	201
Eukaryota;NA;Labyrinthulomycetes;NA;Thraustochytriaceae;Aplanochytrium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	89	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	41	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	46	0	16	12	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Labyrinthulomycetes;NA;Thraustochytriaceae;Aplanochytrium;Aplanochytrium kerguelense	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	117	0	1	0	0	0	0	0	0	0	13	274	0	0	0	0	0	16	0	9	0	5	0	0	0	0	0	0	0	0	0	16	0	0	0	6	0	0	0	0	36	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4	0	4	0	66	0	591	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Labyrinthulomycetes;NA;Thraustochytriaceae;Aplanochytrium;Aplanochytrium sp. S1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Labyrinthulomycetes;NA;Thraustochytriaceae;Aplanochytrium;Aplanochytrium stocchinoi	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;NA;Labyrinthulomycetes;NA;Thraustochytriaceae;NA;	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	13	0	0	36	120	0	0	5	0	0	0	8	0	0	0	23	0	0	0	0	0	1	0	1	0	0	0	0	33	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	886	49	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	22	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	90	0	32	0	62	48	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
