sum.taxonomy	R2_AS_DB1	R2_AS_DB2	R2_AS_PN1	R2_AS_PN2	R2_BC_DB1	R2_BC_DB2	R2_BC_PN1	R2_BC_PN2	R2_BP_DB1	R2_BP_DB2	R2_BP_PN1	R2_BP_PN2	R2_CC_DB1	R2_CC_DB2	R2_CC_PN1	R2_CC_PN2	R2_EV_DB1	R2_EV_DB2	R2_EV_PN1	R2_EV_PN2	R2_GL_DB1	R2_GL_DB2	R2_GL_PN1	R2_GL_PN2	R2_GN_DB1	R2_GN_DB2	R2_GN_PN1	R2_GN_PN2	R2_K0541_B2	R2_K0541_K6	R2_K0541_M8	R2_K0543_C3	R2_K0543_G5	R2_K0543_L7	R2_K0543_M8	R2_K0543_T9	R2_K0544_A1	R2_K0544_B2	R2_K0544_C3	R2_K0544_E4	R2_K0544_G5	R2_K0544_K6	R2_K0544_L7	R2_K0561_A1	R2_K0561_B2	R2_K0561_C3	R2_K0561_G5	R2_K0561_L7	R2_K0561_M8	R2_K0561_T9	R2_K0562_A1	R2_K0562_B2	R2_K0562_C3	R2_K0562_E4	R2_K0562_G5	R2_K0562_K6	R2_K0562_L7	R2_K0562_M8	R2_K0565_A1	R2_K0565_B2	R2_K0565_C3	R2_K0565_G5	R2_K0565_K6	R2_K0565_L7	R2_K0565_M8	R2_K0565_T9	R2_K0566_A1	R2_K0566_B2	R2_K0566_C3	R2_K0566_G5	R2_K0566_K6	R2_K0566_L7	R2_K0566_M8	R2_K0566_T9	R2_K0567_A1	R2_K0567_A1D	R2_K0567_B2	R2_K0567_C3	R2_K0567_C3D	R2_K0567_E4	R2_K0567_E4D	R2_K0567_G5	R2_K0567_G5D	R2_K0567_K6	R2_K0567_K6D	R2_K0567_L7	R2_K0567_M8	R2_K0567_T9	R2_K0570_A1	R2_K0570_B2	R2_K0570_C3	R2_K0570_E4	R2_K0570_G5	R2_K0570_K6	R2_K0570_L7	R2_K0570_M8	R2_K0781_A1	R2_K0781_B2	R2_K0781_C3	R2_K0781_E4	R2_K0781_G5	R2_K0781_K6	R2_K0781_K6D	R2_K0781_L7	R2_K0781_M8	R2_K0781_T9	R2_K0784_A1	R2_K0784_B2	R2_K0784_B2D	R2_K0784_C3	R2_K0784_E4	R2_K0784_G5	R2_K0784_L7	R2_K0784_M8	R2_K0785_A1	R2_K0785_B2	R2_K0785_C3	R2_K0785_E4	R2_K0785_G5	R2_K0785_K6	R2_K0785_L7	R2_K0785_M8D	R2_K0785_T9	R2_K0786_A1	R2_K0786_B2	R2_K0786_E4	R2_K0786_G5	R2_K0786_K6	R2_K0786_L7	R2_K0786_L7D	R2_K0786_M8	R2_K0786_T9	R2_K0786_T9D	R2_K0789_A1	R2_K0789_B2	R2_K0789_C3	R2_K0789_E4	R2_K0789_G5	R2_K0789_K6	R2_K0789_L7	R2_K0789_M8	R2_K0789_T9	R2_K0796_K6	R2_LB_DB1_River	R2_LB_DB2_Reserve	R2_LB_PN1_River	R2_LB_PN2_Reserve	R2_MW_DB1	R2_MW_DB2	R2_MW_PN1	R2_MW_PN2	R2_SD_DB1	R2_TW_DB1	R2_TW_DB2	R2_TW_PN1	R2_TW_PN2	R2_VW_DB1	R2_VW_DB2	R2_VW_PN1	R2_VW_PN2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas;Defluviimonas sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	72	0	63	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA;	500	201	282	405	406	207	290	257	179	356	2	73	241	0	524	110	170	316	1	133	572	1154	912	823	150	442	117	120	157	465	2	110	0	293	356	0	0	38	0	128	75	1	160	57	437	406	32	323	268	50	258	123	2	386	1136	3	25	141	129	245	616	494	299	352	1349	349	214	174	17	178	485	114	122	773	0	65	1	557	1	100	0	0	0	1	0	238	81	1	372	280	1553	726	180	88	113	200	62	69	50	76	208	116	129	62	39	146	286	1130	750	509	529	343	1413	759	1418	535	793	562	658	70	986	729	5031	90	2	94	108	2	14	100	81	958	632	588	282	325	560	83	361	364	931	315	126	4034	1680	1765	1628	171	3	202	228	0	426	279	1470	850	38	0	1	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA;Rhodobacteraceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	90	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	132	76	5	0	1	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;	0	0	42	0	95	1	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	38	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	205	1	0	0	0	1	0	0	0	0	0	53	2	0	0	0	0	0	0	0	0	0	110	0	0	82
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;	0	0	2	0	0	0	0	0	1	1	86	0	0	0	1	0	0	0	233	0	0	0	1	2	0	0	98	1	0	78	2	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	90	0	161	0	1	175	152	203	65	0	0	1	49	1	142	44	0	0	0	0	0	0	0	147	47	76	0	65	84	0	98	0	0	0	45	0	92	104	87	131	218	0	3	99	1	0	1	0	0	0	48	0	77	0	129	0	0	61	0	0	0	0	83	0	112	51	70	0	102	1	0	88	348	0	135	263	281	110	49	0	0	218	197	0	0	0	113	0	64	33	79	0	0	1	0	0	0	0	50	0	1	0	1	0	0	93	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubribacterium;Rubribacterium polymorphum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubrimonas;Rubrimonas shengliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	180	257	0	0	0	0	164	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA;	0	0	0	1	114	24	37	46	0	0	0	0	0	0	0	0	0	0	51	0	85	153	163	89	0	0	0	61	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	15	0	0	0	1	1	147	54	231	85	94	201	105	143	0	0	0	0	73	1	0	0	0	16	31	75	54	21	34	50	0	0	1	21	27	35	63	37	155	42	0	0	33	1	0	0	21	14	18	0	1	0	0	0	99	0	0	0	140	108	74	1	0	0	0	0	17	21	0	0	36	0	0	0	0	28	0	0	0	1	64	0	0	49	142	0	0	0	1	2	39	0	0	0	0	0	0	23	0	0	18	0	0	25	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	73	0	29	0	0	3	0	0	0	0	0	0	0	0	1	2	42	24	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0	0	32	0	33	0	0	0	0	0	74	0	0	26	1	0	90	153	39	47	177	0	0	61	0	56	1	0	15	0	0	0	0	0	35	0	76	19	2	88	25	25	372	0	1	0	0	0	0	0	35	1	51	0	0	0	0	0	1	62	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rubritepida;Rubritepida flocculans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	27	0	1	0	0	0	0	0	46	134	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	46	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;Candidatus Combothrix;Candidatus Combothrix italica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	74	1	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;NA;	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	76	0	0	198	0	1	1	0	1	0	0	0	0	0	41	0	0	0	0	11	0	0	25	0	0	0	0	22	15	0	0	0	0	0	0	0	0	0	0	1	1	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	16	0	19	0	5	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;;	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	66	78	140	43	0	92	36	0	10	0	0	108	1	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61	0	0	0	12	0	54	0	58	0	0	45	1	0	0	29	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	44	58	21	115	0	0	0	0	183	0	61	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;Elioraea;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	29	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;Azospirillum sp. enrichment culture clone yan50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	21	19	0	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	12	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia;Dongia sp. CB 286422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;NA;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	43	28	0	0	0	0	0	59	20	29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	1	0	1	17	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;NA;Rhodospirillaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius;Pelagibius litoralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	33	27	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	89	0	0	0	0	0	25	0	53	0	0	1	0	0	0	0	0	0	14	0	35	41	0	39	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	64	29	0	26	49	59	1	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;Candidatus Megaira polyxenophila	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	45	0	0	0	0	31	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	22	0	0	18	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	75	0	0	26	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;	0	0	57	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter buctensis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	39	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter sp. R88(2010)	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;NA;	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	122	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	165	103	39	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;	0	0	0	0	172	66	91	1	140	0	0	62	0	0	48	0	0	0	1	0	302	620	491	671	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	70	97	0	0	0	411	582	118	105	138	154	0	103	0	0	0	0	84	0	0	1	0	0	0	140	0	0	0	0	0	0	0	0	0	0	229	104	515	234	1	0	0	0	0	0	0	0	0	43	31	0	0	0	214	297	173	196	198	113	416	277	389	260	255	319	228	0	269	201	1201	0	0	0	0	0	0	0	0	93	54	0	214	267	118	0	64	0	0	0	0	72	0	2	0	149	52	82	86	0	264	80	96	142	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;Porphyrobacter mercurialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	48	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;NA;;	0	2	76	0	81	0	0	0	0	1	0	94	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	69	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	1	80	1	0	0	0	31	136	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	1
